Código|Ubicación|Fecha (AAAA-MM-DD)|Precipitación (mm)|ETo (P.Monteith mm)|Temperatura media (ºC)|Temperatura máxima (ºC)|Temperatura mínima (ºC)|Humedad relativa media (%)|Humedad relativa máxima (%)|Humedad relativa mínima (%)|Vel. viento media (m/s)|Dir. viento (º)|Vel. viento máxima (m/s)|Dir. viento racha máxima (º)|Radiación total diaria (MJ/m2)
SO02|SAN_ESTEBAN_DE_GORMAZ|2021-08-09|0.0|5.02|20.81|31.73|7.72|54.89|92.3|21.98|0.92|282.5|6.7|261.3|26.29
SO03|FUENTECANTOS|2021-08-09|0.0|5.08|21.09|30.65|9.1|54.78|87.2|22.66|1.44|219.7|7.03|202.1|22.91
SO101|HINOJOSA_DEL_CAMPO|2021-08-09|0.0|6.3|22.37|31.06|13.82|56.09|82.4|20.52|3.04|179.5|8.62|256.9|19.78
VA01|MAYORGA|2021-08-09|0.0|4.88|19.54|30.44|7.61|50.33|93.4|14.01|0.85|64.72|5.08|264.0|26.77
VA02|TORRECILLA_DE_LA_ORDEN|2021-08-09|0.0|5.6|21.57|32.59|9.62|36.03|74.1|13.19|1.18|281.4|6.72|15.25|27.33
VA03|OLMEDO|2021-08-09|0.0|5.96|21.02|32.11|7.02|36.16|66.7|16.26|1.5|188.7|7.84|210.4|28.11
VA05|ENCINAS_DE_ESGUEVA|2021-08-09|0.0|4.45|20.11|32.39|5.39|47.02|90.9|15.56|0.87|28.87|4.87|220.6|21.23
VA06|TORDESILLAS|2021-08-09|0.0|4.96|20.17|32.06|6.46|46.38|83.5|15.71|0.86|339.7|5.09|305.5|26.28
VA07|VALBUENA_DE_DUERO|2021-08-09|0.0|5.25|21.13|31.96|7.65|39.4|77.9|14.3|1.02|12.39|4.57|249.0|26.96
VA08|MEDINA_DE_RIOSECO|2021-08-09|0.0|5.11|20.1|30.84|8.11|54.52|100.0|16.41|0.98|52.57|4.63|204.0|27.24
VA101|FINCA_ZAMADUEÑAS|2021-08-09|0.0|5.75|21.16|31.38|10.04|44.39|86.8|14.06|1.47|296.5|5.73|175.8|27.17
VA102|MEDINA_DEL_CAMPO|2021-08-09|0.0|6.18|21.19|32.85|8.08|32.68|60.37|13.74|1.56|151.0|6.17|85.4|28.08
VA103|RUEDA|2021-08-09|0.0|4.18|21.41|31.87|10.29|41.76|88.5|14.01|0.22|307.6|4.04|206.6|26.26
VA104|VILLALÃ³N_DE_CAMPOS|2021-08-09|0.0|5.91|20.45|29.99|9.64|52.36|96.0|17.7|1.78|12.39|6.65|260.1|28.29
ZA01|COLINAS_DE_TRASMONTE|2021-08-09|0.0|4.0|18.52|30.69|7.06|61.72|100.0|21.76|0.33|48.18|2.7|99.4|24.51
ZA02|VILLARALBO|2021-08-09|0.0|4.88|19.18|31.35|8.43|60.51|97.3|20.38|0.66|209.4|4.32|42.98|28.23
ZA04|VILLALPANDO|2021-08-09|0.0|5.2|19.8|30.79|7.97|49.28|93.6|14.1|1.08|36.65|5.45|290.7|26.99
ZA05|POZUELO_DE_TÁBARA|2021-08-09|0.0|5.18|20.29|31.47|9.27|44.03|83.7|13.75|0.92|295.6|5.67|166.8|27.78
ZA06|BARCIAL_DEL_BARCO|2021-08-09|0.0|4.84|19.05|31.32|7.4|62.79|98.8|17.93|0.71|354.9|3.19|297.5|27.55
ZA08|TORO|2021-08-09|0.0|4.83|20.38|32.45|9.24|50.77|90.0|16.75|0.58|279.2|3.54|339.7|27.76
AV01|NAVA_DE_ARÉVALO|2021-05-10|0.59|3.26|8.21|15.91|3.43|83.3|100.0|45.72|3.1|221.9|12.06|288.2|20.18
AV101|MUÑOGALINDO|2021-05-10|1.2|2.81|5.86|12.66|-0.12|83.5|99.8|46.83|2.92|89.5|11.24|82.5|19.19
BU02|VALLE_DE_VALDELUCIO|2021-05-10|4.28|2.34|6.91|12.39|4.35|85.3|98.9|53.72|2.67|238.0|7.66|240.0|14.56
BU03|LERMA|2021-05-10|0.81|3.05|8.77|16.62|3.97|81.4|100.0|41.33|1.26|215.8|5.67|328.3|20.26
BU04|TARDAJOS|2021-05-10|3.42|2.65|7.85|13.85|3.35|84.7|96.3|55.19|2.32|229.6|8.69|278.1|17.78
BU05|VADOCONDES|2021-05-10|7.64|3.97|9.66|17.49|3.89|77.9|95.4|33.52|2.57|228.1|10.39|236.2|23.99
BU07|SANTA_GADEA_DEL_CID|2021-05-10|1.2|4.24|12.23|19.73|7.92|64.94|88.8|30.58|2.4|264.9|8.45|266.6|22.45
BU101|VALLE_DE_LOSA|2021-05-10|0.0|0.0|9.26|17.06|3.04|83.9|96.9|53.09|1.41|115.8|7.35|133.1|21.54
BU102|CONDADO_DE_TREVIÑO|2021-05-10|0.6|3.61|11.64|18.51|6.83|63.51|90.6|31.95|1.83|238.93|7.85|243.38|19.8
LE01|CARRACEDELO|2021-05-10|4.92|2.05|8.53|15.34|4.65|84.8|96.1|55.21|1.23|240.5|6.71|311.4|11.6
LE02|MANSILLA_MAYOR|2021-05-10|6.83|2.17|7.25|12.32|3.96|88.8|99.5|66.57|2.53|218.6|10.58|268.6|15.74
LE03|CUBILLAS_DE_LOS_OTEROS|2021-05-10|9.2|2.14|7.19|12.35|3.87|84.9|96.3|64.11|2.64|225.1|8.24|211.3|14.33
LE04|ZOTES_DEL_PÁRAMO|2021-05-10|3.86|2.17|7.21|12.09|3.61|84.7|96.4|67.96|3.74|237.8|10.21|319.3|15.7
LE05|QUINTANA_DEL_MARCO|2021-05-10|3.25|2.18|7.28|12.9|2.88|86.9|100.0|67.51|3.19|223.5|10.18|226.9|15.89
LE06|HOSPITAL_DE_ORBIGO|2021-05-10|3.22|2.16|6.4|12.44|1.86|85.1|97.8|64.99|2.04|237.9|9.77|293.2|15.68
LE07|BUSTILLO_DEL_PÁRAMO|2021-05-10|7.76|2.01|6.57|12.25|2.71|91.5|100.0|67.4|2.83|263.6|8.87|358.9|14.2
LE08|SAHAGÚN|2021-05-10|5.45|1.97|6.96|11.83|3.45|86.1|99.4|63.75|2.01|224.1|7.18|203.2|13.16
LE09|SANTAS_MARTAS|2021-05-10|7.88|2.05|6.62|11.59|3.32|87.7|97.1|66.79|3.42|237.0|10.08|222.0|14.25
P01|TORQUEMADA|2021-05-10|2.38|2.37|7.84|14.59|2.94|83.3|96.4|55.06|2.15|232.4|7.96|233.7|13.91
P02|VILLAMURIEL_DE_CERRATO|2021-05-10|1.85|2.68|8.54|15.24|4.54|84.6|100.0|50.51|2.52|233.1|7.4|282.2|15.73
P03|FUENTES_DE_NAVA|2021-05-10|1.6|2.57|7.57|14.49|1.69|83.7|97.7|52.27|2.06|220.1|7.99|250.4|16.42
P04|VILLOLDO|2021-05-10|3.2|2.43|7.73|12.88|3.68|88.7|100.0|57.2|3.18|231.4|10.17|252.8|15.92
P06|HERRERA_DE_PISUERGA|2021-05-10|1.64|2.36|6.88|12.25|3.13|84.4|97.4|55.31|2.96|215.6|8.93|201.7|14.99
P07|VILLALUENGA_DE_LA_VEGA|2021-05-10|4.24|1.83|6.67|10.56|3.54|88.1|95.2|70.8|1.92|252.1|7.62|212.1|12.73
P08|LANTADILLA|2021-05-10|0.9|2.56|7.72|13.31|3.5|83.4|96.1|55.84|2.7|235.2|8.5|243.7|16.86
P101|VILLAELES_DE_VALDAVIA|2021-05-10|1.03|2.44|6.85|10.71|3.65|82.75|93.2|66.41|3.43|59.38|5.91|50.29|19.8
SA01|CIUDAD_RODRIGO|2021-05-10|8.53|2.07|8.24|14.25|3.26|89.4|100.0|59.07|1.44|231.1|7.87|217.4|12.64
SA03|ALDEARRUBIA|2021-05-10|4.18|2.88|7.71|14.76|3.47|89.3|100.0|54.55|3.04|232.5|8.91|273.6|19.6
SA101|ARABAYONA|2021-05-10|3.81|2.92|7.15|13.33|3.63|80.2|92.0|50.52|0.99|173.3|1.82|201.6|22.45
SA102|EJEME|2021-05-10|5.71|2.68|7.19|13.61|2.6|85.6|99.1|59.66|2.53|47.04|8.39|76.39|20.04
SG01|GOMEZSERRACÍN|2021-05-10|0.8|3.32|8.7|15.82|1.41|81.3|100.0|42.7|2.37|217.1|8.15|259.0|21.58
SG02|NAVA_DE_LA_ASUNCIÓN|2021-05-10|0.99|3.2|8.85|15.94|4.05|84.0|100.0|47.66|2.53|230.6|9.01|246.6|20.73
SO01|ALMAZÁN|2021-05-10|0.6|2.81|8.01|14.63|0.91|78.4|98.9|42.95|1.87|254.5|10.1|278.3|17.55
SO02|SAN_ESTEBAN_DE_GORMAZ|2021-05-10|9.63|3.28|9.19|15.57|3.04|77.7|99.2|44.29|2.08|246.3|9.92|263.5|21.91
SO03|FUENTECANTOS|2021-05-10|10.0|2.76|6.73|14.05|0.45|81.3|99.2|46.7|2.34|227.3|12.47|256.0|17.69
SO101|HINOJOSA_DEL_CAMPO|2021-05-10|0.2|2.91|7.72|14.08|3.88|80.0|98.3|45.25|3.34|235.8|11.54|259.9|16.71
VA01|MAYORGA|2021-05-10|6.23|2.21|7.35|11.98|2.63|83.6|97.3|62.41|2.34|232.2|11.1|244.5|15.37
VA02|TORRECILLA_DE_LA_ORDEN|2021-05-10|2.01|2.94|7.81|15.97|3.07|82.3|97.2|45.09|2.27|228.2|11.98|281.1|17.39
VA03|OLMEDO|2021-05-10|0.4|3.59|8.99|16.73|3.83|79.3|100.0|43.0|3.54|213.8|12.2|278.6|21.55
VA05|ENCINAS_DE_ESGUEVA|2021-05-10|0.2|3.09|8.76|16.4|2.23|76.8|94.5|45.45|1.97|227.7|7.2|325.4|19.2
VA06|TORDESILLAS|2021-05-10|2.6|2.35|8.35|15.66|3.46|84.6|99.4|51.85|1.72|256.1|7.13|297.6|13.26
VA07|VALBUENA_DE_DUERO|2021-05-10|0.59|3.51|9.3|16.73|4.43|73.9|90.8|38.52|2.62|254.4|10.9|317.5|19.73
VA08|MEDINA_DE_RIOSECO|2021-05-10|6.15|2.16|7.61|13.91|3.67|88.4|99.1|58.05|2.48|225.0|9.18|229.2|12.3
VA101|FINCA_ZAMADUEÑAS|2021-05-10|2.2|2.85|8.54|14.91|3.49|80.5|96.1|49.15|2.7|160.5|7.58|142.2|17.0
VA102|MEDINA_DEL_CAMPO|2021-05-10|0.2|3.45|9.0|15.82|3.76|74.32|94.2|43.4|2.91|49.53|10.8|93.2|21.46
VA103|RUEDA|2021-05-10|3.0|2.87|8.57|15.54|4.44|82.6|99.3|43.74|2.93|204.6|8.56|200.4|14.68
VA104|VILLALÃ³N_DE_CAMPOS|2021-05-10|2.2|0.0|7.24|11.89|3.36|0.0|0.0|0.0|3.07|222.53|5.72|225.2|15.89
ZA01|COLINAS_DE_TRASMONTE|2021-05-10|1.83|2.04|7.54|12.61|1.65|85.5|100.0|61.92|1.27|230.1|6.28|215.2|13.84
ZA02|VILLARALBO|2021-05-10|3.76|2.36|8.55|13.64|4.89|84.5|95.5|62.92|3.57|209.9|10.26|257.4|14.59
ZA04|VILLALPANDO|2021-05-10|5.4|2.24|7.64|14.25|2.63|86.3|98.7|58.4|2.17|235.6|7.32|268.3|13.63
ZA05|POZUELO_DE_TÁBARA|2021-05-10|2.9|2.52|7.78|13.57|3.48|84.2|97.0|60.15|2.42|240.4|8.76|249.1|17.57
ZA06|BARCIAL_DEL_BARCO|2021-05-10|2.05|2.36|8.69|13.97|3.24|83.1|97.8|59.18|1.75|214.3|8.68|193.9|15.51
ZA08|TORO|2021-05-10|4.26|2.69|8.93|15.31|5.09|82.9|94.5|52.55|2.48|213.7|9.12|257.5|15.57
AV01|NAVA_DE_ARÉVALO|2021-01-29|0.0|1.04|9.31|15.25|5.41|94.5|100.0|75.2|2.61|232.8|8.14|259.0|7.6
AV101|MUÑOGALINDO|2021-01-29|0.0|2.19|9.54|16.27|1.79|72.88|97.7|45.09|4.02|97.5|9.68|85.9|12.58
BU02|VALLE_DE_VALDELUCIO|2021-01-29|0.0|0.8|9.43|11.39|7.46|93.4|100.0|79.6|3.52|246.8|11.34|247.8|4.09
BU03|LERMA|2021-01-29|0.0|0.81|10.01|13.76|6.1|89.9|100.0|70.8|1.26|221.7|4.29|252.4|3.72
BU04|TARDAJOS|2021-01-29|0.0|0.88|10.07|12.72|8.3|89.7|95.5|80.5|3.27|234.3|8.76|219.4|3.17
BU05|VADOCONDES|2021-01-29|0.0|0.74|10.02|14.68|5.7|98.1|100.0|84.6|2.47|243.9|6.99|243.9|3.73
BU07|SANTA_GADEA_DEL_CID|2021-01-29|0.0|1.7|13.66|15.53|12.24|74.8|79.1|68.17|3.7|261.3|10.51|248.8|7.23
BU101|VALLE_DE_LOSA|2021-01-29|0.0|1.11|12.13|16.52|7.26|82.7|95.4|69.9|1.91|225.6|8.7|211.8|13.56
BU102|CONDADO_DE_TREVIÑO|2021-01-29|0.0|1.81|13.07|15.48|11.05|75.12|82.0|66.21|4.43|0.64|15.12|0.43|8.33
LE01|CARRACEDELO|2021-01-29|3.69|1.22|13.72|17.34|10.56|74.8|91.8|61.15|1.63|264.5|9.58|263.7|6.6
LE02|MANSILLA_MAYOR|2021-01-29|0.0|1.08|9.81|15.37|6.15|90.0|99.7|67.35|2.05|201.9|7.2|212.0|8.53
LE03|CUBILLAS_DE_LOS_OTEROS|2021-01-29|0.0|1.26|9.71|14.86|5.72|85.8|96.7|66.88|3.05|209.4|9.18|216.7|8.82
LE04|ZOTES_DEL_PÁRAMO|2021-01-29|0.0|1.15|10.13|14.76|5.48|86.8|99.6|71.8|3.33|236.5|9.04|220.1|9.56
LE05|QUINTANA_DEL_MARCO|2021-01-29|0.2|1.26|11.05|16.14|7.95|86.2|99.1|66.27|2.56|226.3|6.23|205.1|9.93
LE06|HOSPITAL_DE_ORBIGO|2021-01-29|0.4|0.98|9.45|15.46|4.83|88.5|98.7|69.36|1.66|184.9|6.14|195.4|8.04
LE07|BUSTILLO_DEL_PÁRAMO|2021-01-29|0.2|1.06|9.62|15.1|3.44|92.6|100.0|70.9|2.48|190.7|7.91|194.7|8.37
LE08|SAHAGÚN|2021-01-29|0.2|1.05|9.63|15.08|5.5|90.0|99.8|63.57|1.73|210.0|7.53|214.1|7.0
LE09|SANTAS_MARTAS|2021-01-29|0.0|1.02|9.65|14.06|6.26|90.8|99.9|74.3|3.2|220.6|7.79|226.2|7.32
P01|TORQUEMADA|2021-01-29|0.0|0.92|8.78|11.92|5.93|87.8|95.4|75.0|2.81|221.9|8.35|230.8|2.94
P02|VILLAMURIEL_DE_CERRATO|2021-01-29|0.0|1.02|11.12|15.25|8.93|91.1|100.0|73.4|2.57|210.7|7.72|230.4|5.6
P03|FUENTES_DE_NAVA|2021-01-29|0.0|1.06|10.66|15.43|8.26|89.2|97.1|71.7|2.31|228.2|6.58|237.2|5.17
P04|VILLOLDO|2021-01-29|0.0|0.85|10.41|14.16|8.65|97.2|100.0|82.7|3.76|237.1|8.61|232.8|5.22
P06|HERRERA_DE_PISUERGA|2021-01-29|0.0|0.58|2.25|4.45|0.73|92.5|97.9|81.6|3.37|225.3|9.16|221.8|3.33
P07|VILLALUENGA_DE_LA_VEGA|2021-01-29|0.2|0.78|9.62|13.44|6.81|91.4|97.8|78.7|1.72|245.7|6.57|217.9|4.63
P08|LANTADILLA|2021-01-29|0.0|0.88|10.03|13.06|8.22|91.0|97.2|79.4|3.08|240.3|8.68|225.0|4.12
P101|VILLAELES_DE_VALDAVIA|2021-01-29|0.0|1.38|9.19|12.96|6.78|89.93|98.0|58.93|3.55|54.19|10.37|58.1|4.61
SA01|CIUDAD_RODRIGO|2021-01-29|0.2|1.68|10.76|18.19|7.42|40.47|100.0|0.33|1.05|172.0|5.2|186.4|9.3
SA03|ALDEARRUBIA|2021-01-29|0.0|1.27|9.9|16.35|3.13|93.8|100.0|63.74|2.17|244.7|7.21|231.3|8.91
SA101|ARABAYONA|2021-01-29|0.0|0.95|9.66|15.43|6.79|86.8|97.2|64.0|0.89|181.8|1.61|169.0|9.05
SA102|EJEME|2021-01-29|0.0|1.39|9.0|17.3|4.42|92.3|100.0|64.86|2.51|22.73|7.75|53.38|9.58
SG01|GOMEZSERRACÍN|2021-01-29|0.0|1.02|9.87|14.93|6.63|93.1|100.0|72.0|2.1|198.8|5.66|200.6|7.15
SG02|NAVA_DE_LA_ASUNCIÓN|2021-01-29|0.0|0.58|9.52|13.34|6.83|100.0|100.0|100.0|2.26|224.8|5.09|248.1|9.52
SO01|ALMAZÁN|2021-01-29|0.2|0.92|8.59|12.84|6.12|96.0|100.0|76.8|3.04|246.5|7.27|295.7|5.73
SO02|SAN_ESTEBAN_DE_GORMAZ|2021-01-29|0.0|1.05|9.83|13.51|5.45|80.0|90.2|67.62|1.98|278.1|7.59|274.0|2.92
SO03|FUENTECANTOS|2021-01-29|0.0|0.95|9.51|11.34|6.51|87.3|99.9|74.5|3.82|234.0|9.64|264.7|4.43
SO101|HINOJOSA_DEL_CAMPO|2021-01-29|0.0|1.02|8.62|11.6|5.36|91.6|100.0|75.2|4.77|242.9|10.69|249.9|6.94
VA01|MAYORGA|2021-01-29|0.4|1.09|10.12|14.88|5.15|87.3|97.5|69.04|2.16|218.3|6.72|211.7|10.24
VA02|TORRECILLA_DE_LA_ORDEN|2021-01-29|0.0|1.06|10.18|15.24|7.89|89.7|98.5|69.63|1.91|228.3|5.76|215.3|7.27
VA03|OLMEDO|2021-01-29|0.0|20.98|11.25|79.7|7.95|87.7|100.0|71.1|2.93|206.8|8.44|203.0|9.27
VA05|ENCINAS_DE_ESGUEVA|2021-01-29|0.0|1.09|10.35|15.01|6.73|86.0|93.9|69.86|2.23|229.1|6.32|189.7|4.32
VA06|TORDESILLAS|2021-01-29|0.0|1.06|11.01|15.79|7.32|88.5|100.0|68.9|1.72|243.2|5.9|234.9|8.5
VA07|VALBUENA_DE_DUERO|2021-01-29|0.0|1.13|10.92|14.75|8.18|83.0|90.5|68.47|2.03|278.6|7.26|266.1|5.64
VA08|MEDINA_DE_RIOSECO|2021-01-29|0.0|1.17|10.82|14.89|7.23|89.1|100.0|69.85|3.11|226.5|7.43|244.9|7.54
VA102|MEDINA_DEL_CAMPO|2021-01-29|0.0|1.21|10.72|15.18|6.63|85.2|97.5|67.64|2.42|46.72|7.38|51.34|9.27
VA103|RUEDA|2021-01-29|0.0|1.05|10.48|14.78|7.53|91.5|100.0|73.2|2.4|190.8|6.47|188.7|8.5
ZA01|COLINAS_DE_TRASMONTE|2021-01-29|0.0|1.16|11.05|16.47|3.25|84.4|100.0|63.51|1.81|243.5|5.87|224.3|9.81
ZA02|VILLARALBO|2021-01-29|0.0|1.15|11.46|15.49|8.76|87.5|97.0|72.9|2.61|215.8|10.16|226.4|8.44
ZA04|VILLALPANDO|2021-01-29|0.0|1.26|10.92|15.31|8.17|87.9|97.1|71.4|3.35|230.9|8.09|237.0|10.07
ZA05|POZUELO_DE_TÁBARA|2021-01-29|0.0|1.38|11.32|15.81|8.59|84.5|95.0|64.98|2.71|248.1|8.24|220.3|10.6
ZA06|BARCIAL_DEL_BARCO|2021-01-29|0.21|1.17|12.01|16.8|7.46|84.7|98.8|63.53|1.69|208.2|6.38|220.5|9.97
ZA08|TORO|2021-01-29|0.0|1.17|11.82|15.76|9.09|85.5|96.6|68.78|2.05|224.6|7.09|222.1|9.62
AV01|NAVA_DE_ARÉVALO|2021-03-30|0.0|4.04|14.38|18.55|10.84|44.34|58.34|31.47|3.59|151.8|8.8|166.2|12.37
AV101|MUÑOGALINDO|2021-03-30|0.3|3.82|11.91|16.25|7.62|52.43|69.85|35.16|5.12|266.2|10.81|273.8|11.76
BU02|VALLE_DE_VALDELUCIO|2021-03-30|0.0|2.93|13.53|18.89|6.54|45.68|70.2|32.38|1.63|84.8|4.69|138.4|14.17
BU03|LERMA|2021-03-30|0.0|3.59|15.21|21.55|8.44|40.86|67.41|24.37|1.97|124.9|6.81|149.7|14.64
BU04|TARDAJOS|2021-03-30|0.0|3.12|12.9|20.54|5.36|55.62|83.2|27.72|1.63|81.3|5.3|117.8|15.26
BU05|VADOCONDES|2021-03-30|0.0|3.9|14.48|22.06|9.53|41.36|56.94|20.12|2.14|101.3|6.17|149.7|12.89
BU07|SANTA_GADEA_DEL_CID|2021-03-30|0.0|2.99|13.85|22.13|6.17|55.95|78.9|31.37|1.09|256.3|3.58|177.9|17.07
BU102|CONDADO_DE_TREVIÑO|2021-03-30|0.0|4.78|15.56|20.61|9.51|40.5|56.18|30.87|3.97|248.6|8.68|207.37|18.39
LE01|CARRACEDELO|2021-03-30|0.41|1.96|12.92|20.92|5.57|70.2|97.0|39.19|0.8|50.57|3.56|55.47|9.21
LE02|MANSILLA_MAYOR|2021-03-30|0.0|2.57|13.11|19.16|7.28|58.74|84.0|35.47|1.43|65.74|4.63|78.7|12.05
LE03|CUBILLAS_DE_LOS_OTEROS|2021-03-30|2.0|2.44|12.89|18.91|6.92|61.37|85.9|35.39|1.45|82.5|4.5|80.4|10.55
LE04|ZOTES_DEL_PÁRAMO|2021-03-30|0.0|2.43|12.27|18.13|6.9|64.43|88.1|39.57|1.54|79.2|4.65|78.9|11.44
LE05|QUINTANA_DEL_MARCO|2021-03-30|0.0|2.33|12.17|18.94|6.19|67.22|89.7|38.04|1.33|348.3|4.84|103.8|10.72
LE06|HOSPITAL_DE_ORBIGO|2021-03-30|0.0|2.33|12.33|18.22|7.18|60.48|81.8|36.63|1.18|33.52|4.73|156.9|11.42
LE07|BUSTILLO_DEL_PÁRAMO|2021-03-30|0.0|2.39|12.03|17.24|7.11|64.85|83.9|43.21|1.8|55.76|5.46|75.1|10.63
LE08|SAHAGÚN|2021-03-30|0.0|3.26|13.67|19.51|9.19|50.94|63.83|31.64|1.96|87.1|5.73|117.0|13.63
LE09|SANTAS_MARTAS|2021-03-30|0.0|3.09|12.96|18.47|8.86|59.52|77.2|38.67|2.56|84.9|6.02|77.6|12.32
P01|TORQUEMADA|2021-03-30|0.0|2.99|13.74|21.37|7.2|50.23|80.2|21.68|1.41|72.6|5.16|118.1|12.55
P02|VILLAMURIEL_DE_CERRATO|2021-03-30|0.0|2.85|15.0|21.36|9.19|47.07|75.1|27.32|1.31|125.2|5.26|87.3|12.17
P03|FUENTES_DE_NAVA|2021-03-30|0.0|2.5|13.19|21.72|5.98|62.9|86.3|29.79|0.95|66.81|3.98|59.78|12.27
P04|VILLOLDO|2021-03-30|0.2|3.11|12.94|20.68|7.45|61.59|87.8|30.51|1.87|82.4|5.09|74.2|13.69
P06|HERRERA_DE_PISUERGA|2021-03-30|0.0|3.08|12.51|19.96|6.0|55.5|82.9|26.58|1.81|70.4|5.72|136.4|13.34
P07|VILLALUENGA_DE_LA_VEGA|2021-03-30|0.2|2.52|13.82|20.24|7.62|54.52|80.2|29.75|0.83|82.6|5.07|151.5|14.12
P08|LANTADILLA|2021-03-30|0.0|2.99|13.19|20.75|6.95|55.49|80.6|27.81|1.52|70.6|5.68|162.6|13.6
P101|VILLAELES_DE_VALDAVIA|2021-03-30|0.0|3.16|11.75|19.09|5.21|59.68|85.4|30.21|2.12|223.1|5.97|306.7|14.72
SA01|CIUDAD_RODRIGO|2021-03-30|0.0|1.78|12.66|21.49|6.82|75.7|100.0|40.31|0.4|232.3|2.02|195.2|9.72
SA03|ALDEARRUBIA|2021-03-30|0.0|3.2|14.08|20.17|7.47|51.98|75.8|32.47|2.39|118.4|5.63|137.9|10.75
SA101|ARABAYONA|2021-03-30|0.0|2.38|13.76|18.5|9.47|45.9|62.46|28.87|0.98|92.4|1.48|36.43|10.44
SA102|EJEME|2021-03-30|0.0|2.4|11.59|20.07|4.65|65.22|93.4|32.65|1.3|297.9|5.58|287.0|10.04
SG01|GOMEZSERRACÍN|2021-03-30|0.0|2.82|13.37|20.3|6.17|53.96|90.3|26.09|1.42|109.7|7.44|150.2|13.1
SG02|NAVA_DE_LA_ASUNCIÓN|2021-03-30|0.0|3.0|14.17|20.46|6.57|50.67|85.1|30.1|1.77|141.5|6.82|197.0|12.88
SO01|ALMAZÁN|2021-03-30|0.0|3.49|11.15|20.42|1.85|53.59|85.4|25.62|1.87|128.0|6.39|128.9|18.53
SO02|SAN_ESTEBAN_DE_GORMAZ|2021-03-30|0.0|3.96|13.53|22.31|5.78|45.84|76.2|22.94|2.36|123.8|7.59|113.2|15.7
SO03|FUENTECANTOS|2021-03-30|0.0|3.21|10.68|19.68|1.32|55.21|88.7|24.44|1.62|98.1|6.65|138.7|17.82
SO101|HINOJOSA_DEL_CAMPO|2021-03-30|0.0|4.01|12.69|19.03|6.18|43.81|59.61|26.15|2.85|115.1|6.67|102.6|17.35
VA01|MAYORGA|2021-03-30|0.0|2.55|12.47|18.86|7.67|63.25|80.9|40.13|1.54|89.5|5.59|80.4|11.82
VA02|TORRECILLA_DE_LA_ORDEN|2021-03-30|0.4|3.92|14.56|19.02|10.88|45.75|58.24|30.31|3.39|121.8|7.72|117.1|10.34
VA03|OLMEDO|2021-03-30|0.0|3.99|15.4|20.6|10.15|42.72|66.22|26.73|2.94|125.8|7.8|146.2|13.21
VA05|ENCINAS_DE_ESGUEVA|2021-03-30|0.0|3.41|13.6|22.21|4.64|47.42|74.5|22.51|1.91|99.1|5.92|85.2|12.16
VA06|TORDESILLAS|2021-03-30|0.2|2.74|14.83|21.06|9.92|51.56|82.1|29.83|1.49|97.1|5.05|135.4|10.32
VA07|VALBUENA_DE_DUERO|2021-03-30|0.0|3.52|14.73|21.79|9.03|42.36|60.85|22.68|1.9|105.0|7.19|151.2|12.15
VA08|MEDINA_DE_RIOSECO|2021-03-30|0.0|2.83|13.99|20.27|8.52|54.95|78.1|33.42|1.6|96.8|4.57|122.2|11.89
VA101|FINCA_ZAMADUEÑAS|2021-03-30|0.2|2.52|13.75|21.78|7.77|56.06|82.7|24.25|0.94|315.8|4.58|327.2|11.42
VA102|MEDINA_DEL_CAMPO|2021-03-30|0.0|4.06|15.48|20.6|11.31|42.06|61.83|25.6|3.0|320.6|8.55|316.1|11.65
VA103|RUEDA|2021-03-30|0.2|3.24|15.23|20.92|10.62|44.77|74.9|25.07|1.96|119.9|6.14|117.9|10.88
VA104|VILLALÃ³N_DE_CAMPOS|2021-03-30|0.0|2.54|12.52|20.12|7.45|69.92|89.8|43.33|1.53|56.79|3.43|90.4|12.14
ZA01|COLINAS_DE_TRASMONTE|2021-03-30|0.2|2.02|13.05|19.42|7.06|63.26|91.6|39.66|0.8|73.3|3.95|90.5|10.18
ZA02|VILLARALBO|2021-03-30|0.0|3.09|14.44|19.96|7.63|53.59|78.7|33.29|2.33|75.6|6.35|101.2|10.64
ZA04|VILLALPANDO|2021-03-30|0.0|2.23|12.36|18.31|6.84|70.1|86.7|50.49|1.53|63.15|4.67|82.6|10.81
ZA05|POZUELO_DE_TÁBARA|2021-03-30|0.0|2.14|11.87|18.27|5.88|71.1|91.4|39.8|1.02|4.81|4.46|100.5|11.12
ZA06|BARCIAL_DEL_BARCO|2021-03-30|0.0|2.2|14.1|19.17|8.37|60.8|83.2|41.95|1.0|51.35|3.82|24.65|10.77
ZA08|TORO|2021-03-30|0.0|3.58|15.78|20.84|11.24|45.71|64.19|29.72|2.48|86.5|7.09|123.3|10.82
AV01|NAVA_DE_ARÉVALO|2021-07-30|0.0|6.96|21.77|30.81|13.59|44.19|71.89|19.13|2.53|266.6|8.9|250.4|28.22
AV101|MUÑOGALINDO|2021-07-30|0.0|7.0|21.44|29.43|10.91|43.82|80.7|19.95|3.11|110.1|9.36|104.3|28.83
BU02|VALLE_DE_VALDELUCIO|2021-07-30|0.0|4.86|15.66|23.75|10.26|78.8|100.0|44.36|2.6|50.6|10.59|21.67|27.09
BU03|LERMA|2021-07-30|0.0|4.85|19.72|29.54|10.77|64.46|100.0|23.69|0.7|335.8|3.9|341.7|27.18
